0.000000000,5.200000000,1,"A"
5.200000000,8.200000000,2,"B"
13.400000000,4.400000000,3,"C"
17.800000000,5.000000000,4,"D"
22.800000000,4.200000000,5,"E"
27.000000000,11.000000000,3,"C"
38.000000000,5.600000000,5,"E"
43.600000000,10.600000000,6,"F"
54.200000000,16.800000000,7,"G"
71.000000000,15.200000000,2,"B"
86.200000000,5.200000000,7,"G"
91.400000000,8.000000000,6,"F"
99.400000000,8.600000000,2,"B"
108.000000000,8.600000000,6,"F"
116.600000000,8.800000000,8,"H"
125.400000000,7.000000000,6,"F"
132.400000000,16.600000000,8,"H"
