0.000000000,10.600000000,1,"A"
10.600000000,11.000000000,2,"B"
21.600000000,7.600000000,1,"A"
29.200000000,12.200000000,3,"C"
41.400000000,13.200000000,4,"D"
54.600000000,11.200000000,5,"E"
65.800000000,7.200000000,1,"A"
73.000000000,5.400000000,2,"B"
78.400000000,6.400000000,6,"F"
84.800000000,20.000000000,7,"G"
104.800000000,5.200000000,1,"A"
110.000000000,11.400000000,3,"C"
121.400000000,4.800000000,5,"E"
126.200000000,7.200000000,4,"D"
133.400000000,13.000000000,5,"E"
146.400000000,16.000000000,1,"A"
