0.000000000,10.400000000,1,"A"
10.400000000,5.000000000,2,"B"
15.400000000,10.800000000,3,"C"
26.200000000,5.400000000,4,"D"
31.600000000,10.800000000,1,"A"
42.400000000,5.000000000,5,"E"
47.400000000,5.000000000,4,"D"
52.400000000,4.400000000,5,"E"
56.800000000,5.800000000,3,"C"
62.600000000,11.200000000,1,"A"
73.800000000,13.000000000,6,"F"
86.800000000,4.600000000,7,"G"
91.400000000,4.400000000,1,"A"
95.800000000,4.400000000,6,"F"
100.200000000,6.200000000,3,"C"
106.400000000,8.800000000,4,"D"
115.200000000,13.000000000,1,"A"
128.200000000,9.400000000,8,"H"
137.600000000,11.800000000,9,"I"
