0.000000000,7.000000000,1,"A"
7.000000000,11.000000000,2,"B"
18.000000000,4.200000000,1,"A"
22.200000000,13.800000000,3,"C"
36.000000000,5.600000000,4,"D"
41.600000000,13.600000000,2,"B"
55.200000000,16.000000000,3,"C"
71.200000000,5.400000000,5,"E"
76.600000000,12.800000000,2,"B"
89.400000000,10.400000000,6,"F"
99.800000000,7.000000000,5,"E"
106.800000000,15.200000000,2,"B"
122.000000000,9.400000000,3,"C"
131.400000000,4.800000000,7,"G"
136.200000000,4.200000000,4,"D"
140.400000000,4.200000000,3,"C"
144.600000000,10.200000000,2,"B"
154.800000000,11.000000000,3,"C"
165.800000000,5.200000000,4,"D"
171.000000000,6.000000000,8,"H"
