0.000000000,14.200000000,1,"A"
14.200000000,8.000000000,2,"B"
22.200000000,6.400000000,3,"C"
28.600000000,8.600000000,4,"D"
37.200000000,4.200000000,3,"C"
41.400000000,9.800000000,5,"E"
51.200000000,8.000000000,6,"F"
59.200000000,8.800000000,3,"C"
68.000000000,8.000000000,7,"G"
76.000000000,5.400000000,1,"A"
81.400000000,6.400000000,8,"H"
87.800000000,9.400000000,9,"I"
97.200000000,14.600000000,7,"G"
111.800000000,6.000000000,6,"F"
117.800000000,7.200000000,8,"H"
125.000000000,8.200000000,9,"I"
133.200000000,25.000000000,10,"J"
