0.000000000,5.600000000,1,"A"
5.600000000,6.800000000,2,"B"
12.400000000,5.400000000,1,"A"
17.800000000,6.200000000,2,"B"
24.000000000,11.000000000,3,"C"
35.000000000,6.200000000,4,"D"
41.200000000,6.600000000,5,"E"
47.800000000,6.000000000,1,"A"
53.800000000,5.200000000,2,"B"
59.000000000,6.200000000,1,"A"
65.200000000,6.200000000,6,"F"
71.400000000,5.800000000,7,"G"
77.200000000,5.200000000,4,"D"
82.400000000,6.600000000,5,"E"
89.000000000,5.600000000,3,"C"
94.600000000,7.400000000,2,"B"
102.000000000,10.400000000,3,"C"
112.400000000,6.600000000,4,"D"
119.000000000,6.400000000,2,"B"
125.400000000,10.400000000,1,"A"
135.800000000,18.200000000,6,"F"
