0.000000000,6.600000000,1,"A"
6.600000000,5.800000000,2,"B"
12.400000000,5.400000000,1,"A"
17.800000000,6.200000000,2,"B"
24.000000000,11.600000000,3,"C"
35.600000000,5.400000000,4,"D"
41.000000000,6.800000000,5,"E"
47.800000000,4.600000000,1,"A"
52.400000000,7.000000000,6,"F"
59.400000000,8.600000000,3,"C"
68.000000000,9.400000000,7,"G"
77.400000000,4.800000000,4,"D"
82.200000000,7.200000000,5,"E"
89.400000000,5.600000000,3,"C"
95.000000000,6.400000000,6,"F"
101.400000000,11.400000000,3,"C"
112.800000000,5.800000000,4,"D"
118.600000000,6.800000000,2,"B"
125.400000000,-2.200000000,3,"C"
