0.000000000,0.510839002,1,"A"
0.510839002,0.499229025,1,"A"
1.010068027,0.545668934,1,"A"
1.555736961,0.557278912,1,"A"
2.113015873,0.545668934,1,"A"
2.658684807,0.557278912,1,"A"
3.215963719,0.557278911,1,"A"
3.773242630,0.545668935,1,"A"
4.318911565,0.534058957,1,"A"
4.852970522,0.534058956,1,"A"
5.387029478,0.534058957,1,"A"
5.921088435,0.522448980,1,"A"
6.443537415,0.534058957,1,"A"
6.977596372,0.557278911,1,"A"
7.534875283,0.557278912,1,"A"
8.092154195,0.545668934,1,"A"
8.637823129,0.557278912,1,"A"
9.195102041,0.557278911,1,"A"
9.752380952,0.545668935,1,"A"
10.298049887,0.545668934,1,"A"
10.843718821,0.534058957,1,"A"
11.377777778,0.545668934,1,"A"
11.923446712,0.568888889,1,"A"
12.492335601,0.557278911,1,"A"
13.049614512,0.545668935,1,"A"
13.595283447,0.545668934,1,"A"
14.140952381,0.557278912,1,"A"
14.698231293,0.534058956,1,"A"
15.232290249,0.545668935,1,"A"
15.777959184,0.557278911,1,"A"
16.335238095,0.557278912,1,"A"
16.892517007,0.568888889,1,"A"
17.461405896,0.545668934,1,"A"
18.007074830,0.568888889,1,"A"
18.575963719,0.545668934,1,"A"
19.121632653,0.568888889,1,"A"
19.690521542,0.534058957,1,"A"
20.224580499,0.545668934,1,"A"
20.770249433,0.545668934,1,"A"
21.315918367,0.545668935,1,"A"
21.861587302,0.545668934,1,"A"
22.407256236,0.557278911,1,"A"
22.964535147,0.545668935,1,"A"
23.510204082,0.545668934,1,"A"
24.055873016,0.545668934,1,"A"
24.601541950,0.557278912,1,"A"
25.158820862,0.568888889,1,"A"
25.727709751,0.568888888,1,"A"
26.296598639,0.557278912,1,"A"
26.853877551,0.568888889,1,"A"
27.422766440,0.557278911,1,"A"
27.980045351,0.557278912,1,"A"
28.537324263,0.545668934,1,"A"
29.082993197,0.534058957,1,"A"
29.617052154,0.568888889,1,"A"
30.185941043,0.557278912,1,"A"
30.743219955,0.545668934,1,"A"
31.288888889,0.557278911,1,"A"
31.846167800,0.534058957,1,"A"
32.380226757,0.545668935,1,"A"
32.925895692,42.713106576,1,"A"
75.639002268,6.571247165,0,"N1"
82.210249433,17.798095238,2,"B"
100.008344671,19.098412699,2,"B"
119.106757370,19.586031746,2,"B"
138.692789116,17.612335601,2,"B"
