0.000000000,7.200000000,1,"A"
7.200000000,5.600000000,2,"B"
12.800000000,7.600000000,3,"C"
20.400000000,5.600000000,2,"B"
26.000000000,6.400000000,3,"C"
32.400000000,11.200000000,4,"D"
43.600000000,9.000000000,5,"E"
52.600000000,6.000000000,2,"B"
58.600000000,6.200000000,3,"C"
64.800000000,10.000000000,4,"D"
74.800000000,10.600000000,5,"E"
85.400000000,12.600000000,6,"F"
98.000000000,9.200000000,4,"D"
107.200000000,10.200000000,5,"E"
117.400000000,6.400000000,2,"B"
123.800000000,7.000000000,3,"C"
130.800000000,9.200000000,7,"G"
140.000000000,22.000000000,6,"F"
