0.000000000,6.600000000,1,"A"
6.600000000,5.200000000,2,"B"
11.800000000,9.800000000,3,"C"
21.600000000,9.600000000,4,"D"
31.200000000,11.600000000,3,"C"
42.800000000,9.400000000,5,"E"
52.200000000,4.200000000,3,"C"
56.400000000,11.000000000,6,"F"
67.400000000,9.400000000,3,"C"
76.800000000,15.400000000,5,"E"
92.200000000,7.000000000,6,"F"
99.200000000,5.000000000,7,"G"
104.200000000,8.400000000,3,"C"
112.600000000,7.000000000,4,"D"
119.600000000,5.000000000,8,"H"
124.600000000,9.600000000,9,"I"
