0.000000000,7.600000000,1,"A"
7.600000000,8.800000000,2,"B"
16.400000000,5.000000000,3,"C"
21.400000000,7.800000000,4,"D"
29.200000000,17.400000000,5,"E"
46.600000000,9.000000000,3,"C"
55.600000000,4.600000000,4,"D"
60.200000000,4.800000000,6,"F"
65.000000000,9.200000000,4,"D"
74.200000000,4.200000000,7,"G"
78.400000000,8.200000000,8,"H"
86.600000000,7.400000000,1,"A"
94.000000000,5.600000000,3,"C"
99.600000000,10.400000000,4,"D"
110.000000000,12.200000000,5,"E"
122.200000000,7.000000000,9,"I"
129.200000000,10.000000000,2,"B"
139.200000000,23.800000000,6,"F"
