0.000000000,4.000000000,1,"A"
4.000000000,12.800000000,2,"B"
16.800000000,9.600000000,3,"C"
26.400000000,5.800000000,2,"B"
32.200000000,8.600000000,1,"A"
40.800000000,6.800000000,4,"D"
47.600000000,6.200000000,5,"E"
53.800000000,9.800000000,3,"C"
63.600000000,5.600000000,5,"E"
69.200000000,8.800000000,1,"A"
78.000000000,16.400000000,6,"F"
94.400000000,15.600000000,7,"G"
110.000000000,12.800000000,3,"C"
122.800000000,9.400000000,1,"A"
132.200000000,16.600000000,6,"F"
148.800000000,15.800000000,7,"G"
164.600000000,8.000000000,3,"C"
172.600000000,5.200000000,8,"H"
177.800000000,8.800000000,1,"A"
186.600000000,13.000000000,6,"F"
