0.000000000,4.200000000,1,"A"
4.200000000,4.800000000,2,"B"
9.000000000,6.600000000,1,"A"
15.600000000,6.600000000,3,"C"
22.200000000,9.000000000,4,"D"
31.200000000,6.800000000,5,"E"
38.000000000,6.000000000,2,"B"
44.000000000,6.000000000,1,"A"
50.000000000,7.600000000,3,"C"
57.600000000,8.000000000,4,"D"
65.600000000,8.200000000,6,"F"
73.800000000,13.600000000,7,"G"
87.400000000,5.600000000,2,"B"
93.000000000,12.800000000,8,"H"
105.800000000,8.600000000,4,"D"
114.400000000,8.200000000,6,"F"
122.600000000,13.600000000,7,"G"
136.200000000,5.200000000,2,"B"
141.400000000,6.600000000,1,"A"
148.000000000,6.800000000,3,"C"
154.800000000,8.800000000,4,"D"
163.600000000,17.600000000,6,"F"
