0.000000000,7.400000000,1,"A"
7.400000000,7.200000000,2,"B"
14.600000000,4.400000000,3,"C"
19.000000000,26.800000000,4,"D"
45.800000000,6.400000000,5,"E"
52.200000000,17.600000000,4,"D"
69.800000000,15.800000000,1,"A"
85.600000000,5.200000000,6,"F"
90.800000000,11.800000000,7,"G"
102.600000000,7.000000000,2,"B"
109.600000000,9.200000000,8,"H"
118.800000000,7.200000000,2,"B"
126.000000000,5.800000000,9,"I"
131.800000000,7.400000000,10,"J"
139.200000000,24.800000000,9,"I"
164.000000000,13.000000000,1,"A"
