0.000000000,11.400000000,1,"A"
11.400000000,7.200000000,2,"B"
18.600000000,4.400000000,3,"C"
23.000000000,8.200000000,4,"D"
31.200000000,5.200000000,2,"B"
36.400000000,5.600000000,1,"A"
42.000000000,9.800000000,4,"D"
51.800000000,8.400000000,5,"E"
60.200000000,12.600000000,1,"A"
72.800000000,13.000000000,2,"B"
85.800000000,9.800000000,4,"D"
95.600000000,7.000000000,5,"E"
102.600000000,12.800000000,1,"A"
115.400000000,11.200000000,6,"F"
126.600000000,4.200000000,3,"C"
130.800000000,14.800000000,4,"D"
145.600000000,11.200000000,1,"A"
