0.000000000,12.600000000,1,"A"
12.600000000,11.600000000,2,"B"
24.200000000,5.200000000,3,"C"
29.400000000,6.200000000,4,"D"
35.600000000,4.600000000,5,"E"
40.200000000,5.000000000,6,"F"
45.200000000,12.600000000,7,"G"
57.800000000,16.400000000,2,"B"
74.200000000,5.600000000,6,"F"
79.800000000,6.600000000,3,"C"
86.400000000,8.800000000,8,"H"
95.200000000,7.400000000,7,"G"
102.600000000,16.000000000,3,"C"
118.600000000,6.600000000,4,"D"
125.200000000,4.600000000,3,"C"
129.800000000,9.200000000,6,"F"
139.000000000,21.000000000,7,"G"
