0.000000000,4.600000000,1,"A"
4.600000000,15.000000000,2,"B"
19.600000000,5.400000000,3,"C"
25.000000000,25.400000000,2,"B"
50.400000000,4.200000000,4,"D"
54.600000000,11.400000000,5,"E"
66.000000000,14.600000000,6,"F"
80.600000000,12.200000000,7,"G"
92.800000000,17.600000000,1,"A"
110.400000000,6.600000000,8,"H"
117.000000000,6.600000000,6,"F"
123.600000000,6.400000000,7,"G"
130.000000000,4.400000000,6,"F"
134.400000000,8.000000000,7,"G"
142.400000000,10.600000000,3,"C"
153.000000000,23.400000000,1,"A"
