0.000000000,3.401723356,0,"N1"
3.401723356,10.042630385,1,"A"
13.444353741,7.639365080,0,"N2"
21.083718821,10.089070295,1,"A"
31.172789116,4.318911564,0,"N3"
35.491700680,14.129342404,1,"A"
49.621043084,10.054240363,1,"A"
59.675283447,7.813514739,0,"N5"
67.488798186,10.019410431,1,"A"
77.508208617,7.186575963,0,"N6"
84.694784580,13.432743765,1,"A"
98.127528345,13.978412698,1,"A"
112.105941043,10.019410431,1,"A"
122.125351474,7.407165533,0,"N9"
129.532517007,11.133968254,1,"A"
140.666485261,10.089070295,1,"A"
