0.000000000,4.400000000,1,"A"
4.400000000,12.600000000,2,"B"
17.000000000,4.800000000,3,"C"
21.800000000,5.000000000,4,"D"
26.800000000,5.200000000,5,"E"
32.000000000,9.800000000,6,"F"
41.800000000,5.200000000,5,"E"
47.000000000,8.400000000,4,"D"
55.400000000,23.800000000,5,"E"
79.200000000,7.400000000,4,"D"
86.600000000,36.800000000,7,"G"
123.400000000,8.600000000,2,"B"
132.000000000,12.000000000,5,"E"
144.000000000,6.800000000,8,"H"
150.800000000,8.600000000,4,"D"
159.400000000,4.800000000,5,"E"
164.200000000,14.000000000,4,"D"
178.200000000,7.000000000,3,"C"
