0.000000000,10.600000000,1,"A"
10.600000000,9.800000000,2,"B"
20.400000000,5.200000000,3,"C"
25.600000000,4.000000000,4,"D"
29.600000000,13.400000000,2,"B"
43.000000000,8.800000000,3,"C"
51.800000000,8.400000000,5,"E"
60.200000000,8.200000000,6,"F"
68.400000000,8.400000000,2,"B"
76.800000000,9.400000000,3,"C"
86.200000000,15.600000000,7,"G"
101.800000000,6.800000000,3,"C"
108.600000000,17.200000000,6,"F"
125.800000000,7.200000000,8,"H"
133.000000000,10.800000000,3,"C"
143.800000000,10.600000000,6,"F"
