0.000000000,20.400000000,1,"A"
20.400000000,10.400000000,2,"B"
30.800000000,17.600000000,3,"C"
48.400000000,7.400000000,4,"D"
55.800000000,5.600000000,1,"A"
61.400000000,10.800000000,2,"B"
72.200000000,14.400000000,1,"A"
86.600000000,8.800000000,4,"D"
95.400000000,13.600000000,1,"A"
109.000000000,7.000000000,2,"B"
116.000000000,6.600000000,3,"C"
122.600000000,10.400000000,5,"E"
133.000000000,5.200000000,4,"D"
138.200000000,9.200000000,3,"C"
147.400000000,8.400000000,4,"D"
155.800000000,19.800000000,1,"A"
