0.000000000,6.800000000,1,"A"
6.800000000,11.000000000,2,"B"
17.800000000,6.000000000,1,"A"
23.800000000,4.400000000,3,"C"
28.200000000,11.200000000,4,"D"
39.400000000,8.800000000,1,"A"
48.200000000,8.800000000,5,"E"
57.000000000,6.000000000,6,"F"
63.000000000,9.200000000,7,"G"
72.200000000,9.400000000,1,"A"
81.600000000,8.200000000,5,"E"
89.800000000,6.600000000,6,"F"
96.400000000,5.400000000,7,"G"
101.800000000,5.000000000,8,"H"
106.800000000,5.200000000,1,"A"
112.000000000,6.600000000,3,"C"
118.600000000,6.200000000,1,"A"
