0.000000000,47.000000000,1,"A"
47.000000000,14.200000000,2,"B"
61.200000000,13.400000000,1,"A"
74.600000000,6.600000000,3,"C"
81.200000000,4.800000000,1,"A"
86.000000000,17.800000000,2,"B"
103.800000000,18.200000000,4,"D"
122.000000000,23.200000000,3,"C"
145.200000000,6.600000000,5,"E"
151.800000000,4.800000000,4,"D"
156.600000000,11.800000000,5,"E"
168.400000000,7.200000000,4,"D"
175.600000000,8.800000000,5,"E"
184.400000000,8.800000000,1,"A"
193.200000000,6.000000000,4,"D"
199.200000000,37.000000000,1,"A"
