0.000000000,7.200000000,1,"A"
7.200000000,6.000000000,2,"B"
13.200000000,11.200000000,3,"C"
24.400000000,8.600000000,2,"B"
33.000000000,18.400000000,4,"D"
51.400000000,5.800000000,5,"E"
57.200000000,12.800000000,2,"B"
70.000000000,7.200000000,6,"F"
77.200000000,6.200000000,2,"B"
83.400000000,18.600000000,4,"D"
102.000000000,8.200000000,5,"E"
110.200000000,4.600000000,2,"B"
114.800000000,5.000000000,7,"G"
119.800000000,5.200000000,8,"H"
125.000000000,9.200000000,2,"B"
134.200000000,18.600000000,4,"D"
152.800000000,30.200000000,9,"I"
