0.000000000,6.600000000,1,"A"
6.600000000,6.000000000,2,"B"
12.600000000,10.400000000,3,"C"
23.000000000,13.600000000,4,"D"
36.600000000,8.400000000,5,"E"
45.000000000,7.600000000,6,"F"
52.600000000,9.000000000,4,"D"
61.600000000,5.000000000,6,"F"
66.600000000,5.200000000,3,"C"
71.800000000,4.800000000,6,"F"
76.600000000,15.800000000,7,"G"
92.400000000,11.800000000,8,"H"
104.200000000,7.200000000,9,"I"
111.400000000,7.000000000,2,"B"
118.400000000,5.400000000,6,"F"
123.800000000,5.400000000,4,"D"
129.200000000,6.600000000,6,"F"
135.800000000,5.600000000,8,"H"
141.400000000,6.800000000,7,"G"
148.200000000,7.000000000,6,"F"
155.200000000,20.200000000,8,"H"
175.400000000,8.000000000,6,"F"
