0.000000000,18.000000000,1,"A"
18.000000000,8.200000000,2,"B"
26.200000000,17.000000000,3,"C"
43.200000000,6.800000000,2,"B"
50.000000000,11.400000000,3,"C"
61.400000000,7.800000000,4,"D"
69.200000000,5.000000000,3,"C"
74.200000000,4.800000000,2,"B"
79.000000000,6.000000000,3,"C"
85.000000000,5.000000000,5,"E"
90.000000000,7.600000000,3,"C"
97.600000000,8.600000000,6,"F"
106.200000000,11.600000000,3,"C"
117.800000000,15.000000000,4,"D"
132.800000000,8.600000000,2,"B"
141.400000000,5.400000000,5,"E"
146.800000000,8.600000000,3,"C"
155.400000000,6.000000000,7,"G"
161.400000000,5.200000000,8,"H"
166.600000000,26.400000000,3,"C"
193.000000000,6.200000000,4,"D"
199.200000000,7.200000000,6,"F"
206.400000000,6.800000000,5,"E"
213.200000000,13.600000000,3,"C"
226.800000000,7.600000000,1,"A"
