0.000000000,8.800000000,1,"A"
8.800000000,4.600000000,2,"B"
13.400000000,9.000000000,3,"C"
22.400000000,6.200000000,4,"D"
28.600000000,11.200000000,2,"B"
39.800000000,5.000000000,5,"E"
44.800000000,4.800000000,4,"D"
49.600000000,4.200000000,6,"F"
53.800000000,6.800000000,7,"G"
60.600000000,4.600000000,6,"F"
65.200000000,8.200000000,7,"G"
73.400000000,8.600000000,8,"H"
82.000000000,7.600000000,5,"E"
89.600000000,13.600000000,1,"A"
103.200000000,5.200000000,6,"F"
108.400000000,4.200000000,1,"A"
112.600000000,5.200000000,6,"F"
117.800000000,18.200000000,7,"G"
136.000000000,11.200000000,1,"A"
147.200000000,12.400000000,4,"D"
159.600000000,15.600000000,9,"I"
