0.000000000,17.400000000,1,"A"
17.400000000,19.000000000,2,"B"
36.400000000,6.000000000,3,"C"
42.400000000,6.200000000,1,"A"
48.600000000,18.800000000,4,"D"
67.400000000,5.000000000,1,"A"
72.400000000,23.200000000,5,"E"
95.600000000,9.200000000,3,"C"
104.800000000,17.400000000,6,"F"
122.200000000,12.600000000,4,"D"
134.800000000,11.600000000,1,"A"
146.400000000,7.600000000,5,"E"
154.000000000,8.000000000,3,"C"
162.000000000,6.200000000,6,"F"
168.200000000,19.800000000,4,"D"
188.000000000,15.600000000,3,"C"
203.600000000,24.600000000,1,"A"
